"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"Apartemen Cantik Murah di Green Park View Rapi Baru Siap Huni 2 Bed Room","Daan Mogot, Jakarta Barat",2,"1","34 m²"," 230,000,000","+6281284579452"
"GREEN PRAMUKA 2 BEDROOM TIDUR NOFURNIS JUAL & BIAYA BALIK NAMA","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 330,000,000","+6285282837048"
"Apartment Mediterania Garden 2 tower Gardena type 2BR Semi Furnish","Grogol Petamburan, Jakarta Barat",2,"1","42 m²"," 850,000,000","+6287876939559"
"apartemen green bay pluit tower f uk 42 m type dua kamar lepas cepat","Pluit, Jakarta Utara",2,"1","42 m²"," 560,000,000","+62 8783698970"
"Apartemen Kemang Village Tower Cosmo 3Br Rp. 4M","Kemang, Jakarta Selatan",3,"3","145 m²"," 4,000,000,000","+6281120648874"
"Nice 2BR Apt with Strategic Location At The Newton Apt Kuningan","Kuningan, Jakarta Selatan",2,"2","65 m²"," 2,650,000,000","+6281618316178"
"Nice and Cozy 1BR Apt with Strategic Location   Pondok Indah Residence","Pondok Indah, Jakarta Selatan",1,"1","80 m²"," 4,500,000,000","+6281612476501"
"Nice 2BR Apt with Strategic Location   Green View Apt Pondok Indah","Pondok Indah, Jakarta Selatan",2,"2","135 m²"," 4,000,000,000","+6281617262115"
"Nice 2BR Apt with Strategic Location   Hampton Park Apartment","Pondok Indah, Jakarta Selatan",2,"2","97 m²"," 2,600,000,000","+6281617446656"
"Apartemen Amsterdam, Ciputra International, Rawa Buaya, Jakarta Barat","Rawa Buaya, Jakarta Barat",1,"1","58 m²"," 1,900,000,000","+6281118603785"
"dijual 1 unit apartemen kalibata city type 2BR","Kalibata, Jakarta Selatan",2,"1","29 m²"," 580,000,000","+6281387348090"
"DIJUAL CEPAT APARTEMENT THE MANSION 76m2","Kemayoran, Jakarta Pusat",2,"1","76 m²"," 1,000,000,000","+6285687315268"
"Puri Park view 2BR","Meruya Utara, Jakarta Barat",2,"1","35 m²"," 380,000,000","+6285619288919"
"Taman anggrek condo, tower 5, lantai tinggi, best view, uf","Tanjung Duren, Jakarta Barat",2,"1","88 m²"," 2,000,000,000","+6281197690893"
"Apartemen Green Pramuka 2KT Lokasi Strategis","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 550,000,000","+6281113281677"
"Dijual Apartment Ambassador Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",3,"3","110 m²"," 2,600,000,000","+6285213811496"
"Dijual Apartemen The Mansion dukuh golf kemayoran UK 117m2","Pademangan, Jakarta Utara",3,"2","117 m²"," 2,800,000,000","+6285682689754"
"Dijual cepat apartement the mansion dukuh golf kemayoran","Pademangan, Jakarta Utara",2,"1","76 m²"," 1,500,000,000","+6285686643047"
"Dijual Aprtment Cempaka Mas","Kemayoran, Jakarta Pusat",2,"1","74 m²"," 750,000,000","+6281286012255"
"Menteng Park 2BR","Cikini, Jakarta Pusat",2,"1","72 m²"," 3,000,000,000","+6285619326531"
"Dijual The Mansion Kemayoran type 1 br lantai tinggi furnish View Golf","Pademangan, Jakarta Utara",1,"1","57 m²"," 775,000,000","+6281329531899"
"Dijual Low Rise Apartment di Kebayoran Baru. Jarak jalan kaki ke SCBD","Kebayoran Baru, Jakarta Selatan",2,"2","149 m²"," 5,500,000,000","+6281193090905"
"Dijual Apartment Casa Grande, Unit bagus dan nyaman, harga Nego","Tebet, Jakarta Selatan",3,"2","156 m²"," 5,800,000,000","+6281193554834"
"4673-AH AVAILABLE 1 APARTEMEN METRO SUNTER FULL FURNISHED 2BR HARGA MI","Sunter, Jakarta Utara",2,"2","72 m²"," 650,000,000","+6281879140441"
"4692-FS/HA DIJUAL APARTEMENT GADING NIAS TWR ALAMANDA","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 240,000,000","+6281876427814"
"Dijual Unit 2 Bedroom di Residence 8 Senopati","Kebayoran Baru, Jakarta Selatan",2,"2","170 m²"," 6,400,000,000","+6281312787664"
"Dijual Cepat 2+1 Bedroom Somerset Kencana Pondok Indah","Pondok Indah, Jakarta Selatan",2,"2","128 m²"," 3,500,000,000","+6281311514680"
"Dijual Apartemen 4 Bedroom District 8 Senopati","Kebayoran Baru, Jakarta Selatan",4,"4","228 m²"," 16,000,000,000","+6281318553799"
"DIJUAL Pearl Garden Resort Apartment, the Perfect Place to Stay","Gatot Subroto, Jakarta Selatan",2,"2","200 m²"," 9,000,000,000","+6281318113036"
"Dijual Unit Bagus 3 Bedroom 160 m2 di Kemang Village Residence","Kemang, Jakarta Selatan",3,"3","160 m²"," 4,800,000,000","+6281311728244"
"Green Pramuka tower baru 2br furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 400,000,000","+6285694803249"
"Green Pramuka tower chrysant studio furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 270,000,000","+6285694246057"
"Green Pramuka tower chrysant 2br furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285697433347"
"Green Pramuka tower chrysant 2br furnish plus balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285697812618"
"Green Pramuka tower bougenville 2br furnish sudah balik nama","Rawa Sari, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285699926090"
"Green Pramuka tower chrysant lt 23 2br kosongan plus balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 380,000,000","+6285697498170"
"Green Pramuka tower baru 2br full furnished sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285693076125"
"Green Pramuka tower mall 2br full furnished sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6285699212264"
"Green Pramuka tower chrysant 2br kosongan sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 380,000,000","+6285691572688"
"Green Pramuka tower baru 2br full furnished sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285696820688"
"Green Pramuka tower chrysant 2br full furnished sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285690433852"
"DIJUAL APARTEMEN TRANSPARK CIBUBUR","Cibubur, Jakarta Timur",1,"1","22 m²"," 500,000,000","+6281216848885"
"Dijual Apartemen Green Central City","Taman Sari, Jakarta Barat",2,"1","60 m²"," 1,100,000,000","+6285179504734"
"Dijual Apartemen Tokyo Pik2 Studio Lowzone view taman  250jt","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 250,000,000","+6281387962946"
"LE PARC   Thamrin 9","Thamrin, Jakarta Pusat",4,"4","1200 m²"," 19,500,000,000","+6285101237212"
"Apartemen siap huni, lokasi strategi-strategi","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 842,200,000","+6281118593506"
"Dijual Apartemen 1 Park Avenue Gandaria 3BR 177m2 New Best View At Kebayoran Lama Jak...","Kebayoran Lama, Jakarta Selatan",3,"2","177 m²"," 6,350,000,000","+6287782453060"
"Apartemen studio view garden cantik di Tokyo Riverside PIK 2","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 255,000,000","+6289816298000"
"dijual apartemen Menteng square Salemba 27m 1br 310jt","Matraman, Jakarta Timur",1,"1","27 m²"," 310,000,000","+6285214431717"
"Dijual Cepat Apartemen MOI Siap Huni Lantai Rendah di Kelapa gading","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 650,000,000","+6281554568331"
"Mediterania Garden Residence 2","Grogol Petamburan, Jakarta Barat",2,"1","42 m²"," 870,000,000","+6281297841427"
"Dijual Apartemen Taman Rasuna,2br, fully furnished, view podium dan epicentrum","Kuningan, Jakarta Selatan",2,"2","74 m²"," 1,400,000,000","+6282367693533"
"Dijual Verde Two, Luxury Apartmen, Special Price, Terra Verde, 2br, Kuningan","Kuningan, Jakarta Selatan",2,"1","177 m²"," 8,900,000,000","+6282369935499"
"Dijual Verde Apartmen, Sky Garden, 3BR, Unit Bagus, Modern Design,Kuningan","Kuningan, Jakarta Selatan",3,"2","310 m²"," 12,100,000,000","+6282363324230"
"Dijual Setiabudi Sky Garden, 2BR, Fully furnished, siap huni","SetiaBudi, Jakarta Selatan",2,"1","79 m²"," 3,000,000,000","+6282363116921"
"Dijual Verde Two, Newly Fully Furnished,3BR, Kuningan, Jakarta Selatan","Kuningan, Jakarta Selatan",3,"2","211 m²"," 13,700,000,000","+6282361505644"
"Dijual Apartemen Green Palm type studio dengan harga murah","Cengkareng, Jakarta Barat",1,"1","21 m²"," 320,000,000","+6281380711813"
"JUAL RUGI   HAMILTON 1PARK AVENUE 3 BR 1PARK AVENUE at Gandaria","Gandaria, Jakarta Selatan",3,"2","177 m²"," 6,500,000,000","+6281115174212"
"Di jual Apartemen OAK TOWER Siap huni","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 800,000,000","+6289529711075"
"Apartemen Gp plaza Slipi, Tipe Studio, 30m2, Full Furnished","Tanah Abang, Jakarta Pusat",1,"1","30 m²"," 725,000,000","+6285779966324"
"Apartmen Basura 2 kamar tidur dekat tol becakayu","Cipinang, Jakarta Timur",2,"1","34 m²"," 750,000,000","+6282298365224"
"Apartement Transpark Cibubur Studio View Mall","Cibubur, Jakarta Timur",1,"1","22 m²"," 650,000,000","+6281113023068"
"Apartemen the boutique, 40 m2, FULL FURNISH","Kemayoran, Jakarta Pusat",1,"1","40 m²"," 575,000,000","+6287782106273"
"Apartemen Windsor Puri Indah","Puri Indah, Jakarta Barat",2,"2","111 m²"," 3,000,000,000","+6281793770560"
"DIJUAL APARTEMEN DI GADING NIAS JAKARTA UTARA","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 275,000,000","+6281216304382"
"Jual Apartemen Jakarta Barat Puri","Cengkareng, Jakarta Barat",1,"1","30 m²"," 849,000,000","+6287881396559"
"Verde Two Apartement 2Br, 3Br, 4Br","Kuningan, Jakarta Selatan",2,"2","170 m²"," 9,800,000,000","+6281918975890"
"Dijual Apartment Lavie All suites Kuningan Jaksel","Jakarta Selatan",2,"2","122 m²"," 6,900,000,000","+6285780507039"
"For Sale Apartment Kuningan Place Jaksel Tower Infinia","Jakarta Selatan",2,"1","61 m²"," 895,000,000","+6285784242279"
"Dijual Murah Apt Casablanca 2BR, Semi Furnished","Jakarta Selatan",2,"3","127 m²"," 2,500,000,000","Contact4518490"
"Mid Floor, Apartemen Nyaman, 2 BR King Size, Kamar Mandi Dalam","Casablanca, Jakarta Selatan",2,"2","62 m²"," 1,350,000,000","+6281212234914"
"Woww Apartement Kalibata City Tower Gaharu 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 395,000,000","+6281780672567"
"Woww Apartement Kalibata Green Palace Tower Tulip 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 625,000,000","+6281782965290"
"Woww Apartement Kalibata Green Palce Tower Tulip 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 600,000,000","+6281783623661"
"Woww Apartement Kalibata Green Palace Tower Tulip Studio FullFurnish","Kalibata, Jakarta Selatan",1,"1","22 m²"," 350,000,000","+6281781390712"
"Woww Apartement Kalibata Green Palace Tower Nusa Indah 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 600,000,000","+6281783565409"
"Woww Apartement Kalibata Green Palace Tower Raffles 2BR Fullfurnish","Kalibata, Jakarta Selatan",2,"1","42 m²"," 650,000,000","+6281789071988"
"Dijual Segera Apartemen Permata Hijau di Permata Hijau Jakarta Selatan","Permata Hijau, Jakarta Selatan",3,"3","124 m²"," 3,500,000,000","+6281617695674"
"Geranium 20 Jual Cepat type 2kamar Hook unfurnish view Lepas-Bassura C","Cipinang, Jakarta Timur",2,"1","37 m²"," 468,999,999","+6281859476691"
"The Newton 1, Jl. Karet Sawah 1","Jakarta Selatan",1,"1","43 m²"," 2,300,000,000","Contact2089661"
"Dijual Apartment District 8 Senopati 2 Bed Rooms","Kebayoran Baru, Jakarta Selatan",2,"2","153 m²"," 9,000,000,000","+6285881106534"
"Dijual Unit Studio Plus Apartemen Maple Park Dekat Sunter Jakarta","Sunter, Jakarta Utara",1,"1","33 m²"," 485,000,000","+6281233962421"
"JUAL APARTEMENT BARU DI JAKARTA SIAP HUNI FREE FURNISH DP 0%","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 770,000,000","+6282267334358"
"Apartemen Bassura City Connect to Mall- A.16 2kamar- Harga Nego0","Cipinang, Jakarta Timur",2,"1","34 m²"," 545,110,000","+6281853658107"
"Dijual Cepat Apartemen Sahid Sudirman  3 BR Jakarta Pusat","Tanah Abang, Jakarta Pusat",3,"2","104 m²"," 3,100,000,000","+6281295880845"
"DIJUAL APT HAWAIAN BAY LT.20 HADAP TIMUR SIAP HUNI","Kelapa Gading, Jakarta Utara",1,"1","35 m²"," 650,000,000","+6281766675109"
"Dijual Apartemen Permata Hijau 2+1 Balkon","Tebet, Jakarta Selatan",2,"2","102 m²"," 2,550,000,000","+6281297299283"
"4734-AH DIJUAL APARTEMENT MAPLE PARK SUNTER FULL FURNISHED","Sunter, Jakarta Utara",2,"1","53 m²"," 600,000,000","+6281872301127"
"DIJUAL APT CITY HOME SANFRASISCO BAY LT.17 LB.45m RENOV 1KT SIAP HUNI","Kelapa Gading, Jakarta Utara",1,"1","45 m²"," 750,000,000","+6281764132470"
"Jual 4Br Permata Hijau Residence Rp. 2.5 M","Kebayoran Lama, Jakarta Selatan",4,"3","104 m²"," 2,500,000,000","+6285886359747"
"Apartemen Tyoe Studio Furnish","Cakung, Jakarta Timur",1,"1","25 m²"," 250,000,000","+6281193289989"
"For Sale Apartemen Nirvana Kemang Jakarta Selatan","Kemang, Jakarta Selatan",3,"3","348 m²"," 7,000,000,000","+6281295960221"
"APART GREEN PRAMUKA 2KAMAR TIDUR NOFURNIS JUAL DAN BIAYA BALIK NAMA","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 330,000,000","+6285289377157"
"JUAL GREEN PRAMUKA MALL 2KAMAR TIDUR FURNIS MURAH","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 325,000,000","+6285280926055"
"JUAL APART GREEN PRAMUKA 2KAMAR TIDUR FURNIS MURAH","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 325,000,000","+6285285974688"
"1 PARK AVENUE APARTEMEN  GANDARIA","Gandaria, Jakarta Selatan",3,"2","146 m²"," 5,000,000,000","+6282128600596"
"ANTASARI PLACE - JAKARTA","Antasari, Jakarta Selatan",1,"1","28 m²"," 1,389,200,000","+6285276965085"
"BEST PRICE FOR SALE INFINITY TOWER KEMANG VILLAGE","Kemang, Jakarta Selatan",2,"1","107 m²"," 3,500,000,000","+6281313961382"
"JUAL CEPAT TIFFANY KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",3,"2","165 m²"," 4,500,000,000","+6281313210294"
"JUAL CEPAT RITZ TOWER KEMANG VILLAGE NEGO SAMPAI DEAL","Kemang, Jakarta Selatan",2,"2","143 m²"," 4,200,000,000","+6281314014482"
"Puri Cassablanca,3br, fully furnished, unit bagus dan luas, lantai middle","Casablanca, Jakarta Selatan",3,"2","110 m²"," 2,400,000,000","+6282369956972"
"Apartemen Taman Rasuna, 2br, fully furnished, view pool dan epicentrum,tower depan","Kuningan, Jakarta Selatan",2,"2","74 m²"," 1,425,000,000","+6282365499779"
"Apartmen Taman Rasuna, Tower 15, View Favorit, View Epicentrum","Kuningan, Jakarta Selatan",2,"1","74 m²"," 1,350,000,000","+6282366242489"
"Lower Price,Setiabudi Residences, Private Lift,3BR, 147 m2,FF,Jakarta Selatan","SetiaBudi, Jakarta Selatan",3,"2","147 m²"," 4,100,000,000","+6282362852420"
"Turun Harga, Setiabudi Residences, 3br, smart door locked, city view","SetiaBudi, Jakarta Selatan",3,"2","142 m²"," 3,900,000,000","+6282365810757"
"Setiabudi Residence, 2bR, dibawah Harga Pasaran,fully furnished, Pool View","SetiaBudi, Jakarta Selatan",2,"1","82 m²"," 2,700,000,000","+6282360923938"
"Spesial harga, Jarang ada, Verde Two, 2BR, Luxury apartment","Kuningan, Jakarta Selatan",2,"1","171 m²"," 8,600,000,000","+6282368905475"
"Dijual Verde Two,  Monde Verde, Private Lift,Unit Combine, Kuningan,Jakarta","Kuningan, Jakarta Selatan",4,"3","460 m²"," 31,000,000,000","+6282368284546"
"Turun harga, Setiabudi Residence, 3BR, City View, Unit Luas,Kuningan","SetiaBudi, Jakarta Selatan",3,"2","143 m²"," 3,700,000,000","+6282367456997"
"Dijual cepat Apartemen Taman Rasuna, palng dicari, kuningan, jakarta selatan","Kuningan, Jakarta Selatan",1,"1","56 m²"," 1,000,000,000","+6282367400385"
"dijual apartment tokyo riverside low zone","Pantai Indah Kapuk, Jakarta Utara",2,"1","40 m²"," 600,000,000","+6282361276170"
"Jual Apartemen Taman Rasuna 3BR semi furnish kuningan Jaksel","SetiaBudi, Jakarta Selatan",3,"2","81 m²"," 1,548,000,000","+6287806406693"
"Dijual Apartment Izarra di Tb. Simatupang, Full Furnished, dekat ke Stasiun MRT","TB Simatupang, Jakarta Selatan",2,"1","108 m²"," 3,900,000,000","+6281194679549"
"Dijual Unit apartment Verde dengan design interior mewah","Kuningan, Jakarta Selatan",2,"2","167 m²"," 6,500,000,000","+6281198928464"
"Dijual Apartemen nyaman di Green Pramuka City, harga murah, masih bisa Nego","Cempaka Baru, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6281190275180"
"Dijual Senayan City Residence Full Furnished, Harga Covid, Siap huni","Tanah Abang, Jakarta Pusat",3,"3","207 m²"," 7,000,000,000","+6281198687317"
"Dijual Unit bagus dan terawat di Ciputra World 1 Kuningan, harga Nego","Kuningan, Jakarta Selatan",3,"3","182 m²"," 9,000,000,000","+6281193564020"
"Arumaya Residences","TB Simatupang, Jakarta Selatan",1,"1","58 m²"," 2,500,000,000","+6281191494340"
"Dijual Apartemen Savyavasa di Darmawangsa Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",2,"1","133 m²"," 8,700,000,000","+6287779671017"
"Dijual Apartemen di Apartemen Callia Park Center Pulomas","Pulo Gadung, Jakarta Timur",2,"2","64 m²"," 1,000,000,000","+6281337334103"
"DIJUAL APARTEMEN TOKYO RIVERSIDE STUDIO","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 250,000,000","+6281210675992"
"Apartemen Orchard Satrio Ciputra World 2 Kuningan Jaksel – Brand New 3BR","Kuningan, Jakarta Selatan",3,"2","140 m²"," 5,500,000,000","+6281680975181"
"Apartemen Permata Hijau Suite di Jual  1 Kamar dan 2 Kamar Unfurnish","Grogol Utara, Jakarta Selatan",2,"1","69 m²"," 1,950,000,000","+6282115945499"
"Pluit Seaview Apartemen  view Laut","Penjaringan, Jakarta Utara",2,"1","42 m²"," 499,000,000","+6281116866696"
"APARTEMEN GADING NIAS 2 BEDROOM","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 240,000,000","+6281114602197"
"Apartemen The Mansion Kemayoran 2 BR","Kemayoran, Jakarta Pusat",2,"1","49 m²"," 800,000,000","+6281112386159"
"Apartemen 2 BR Gading Greenhill","Kelapa Gading, Jakarta Utara",2,"1","48 m²"," 490,000,000","+6281118282232"
"TURUN HARGA    Dijual Apartment Mediterania","Kelapa Gading, Jakarta Utara",1,"1","36 m²"," 550,000,000","+6281114088866"
"Apartemen 2 + 1 Bedroom Posisi HOOK Full Furnished","Sudirman, Jakarta Selatan",4,"3","70 m²"," 1,650,000,000","+6281115203922"
"Dijual Apartement The Kensinton Royal Suite Tower Belmont","Kelapa Gading, Jakarta Utara",3,"2","104 m²"," 3,200,000,000","+6281115926964"
"Dijual Apartemen Sunter Icon Kelapa Gading","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 560,000,000","+6281110313532"
"Apartemen 2 Bedroom South Gate Dijual di Jakarta Selatan","Tanjung Barat, Jakarta Selatan",2,"2","52 m²"," 2,400,000,000","+6287781505432"
"code good 1 id Apart regency kalcit  J02 SHM","Tanjung Duren, Jakarta Barat",2,"1","34 m²"," 335,750,000","+6287720165400"
"Apartemen Puri Imperium di Kuningan 136m2 Rp. 1.99M by Brigitta","Kuningan, Jakarta Selatan",3,"2","136 m²"," 1,990,000,000","+6281310313530"
"Sailendra Apartement 4Br Bagus Sekali Lokasi Strategis Akses Mudah","Kuningan, Jakarta Selatan",4,"4","333 m²"," 14,500,000,000","+6281801804862"
"JUAL Rugi Apartemen Silkwood Residence 2Bed furnish masih terawat","Jakarta Selatan",2,"1","60 m²"," 1,000,000,000","+6282291499630"
"dijual apartemen Mitra oasis jakpus 300m 3.5M","Senen, Jakarta Pusat",4,"4","300 m²"," 3,500,000,000","+6285215416470"
"Dijual cepat (BU) Apartemen Belmont Residence JakBar","Meruya, Jakarta Barat",2,"1","43 m²"," 590,000,000","+6285719186063"
"For sale apartemen studio Sedayu City","Kelapa Gading, Jakarta Utara",1,"1","31 m²"," 1,100,000,000","+6281914350476"
"apartement cantik dan mewah dilokasi strategis Jakarta barat.","Kembangan, Jakarta Barat",1,"1","30 m²"," 710,000,000","+6281386868731"
"Green Pramuka tower chrysant 2br kosongan plus balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 380,000,000","+6285694393113"
"Green Pramuka tower baru 2br kosongan sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 380,000,000","+6285697127742"
"jual APARTEMENT RESIDENCE 8 SENOPATI","Kebayoran Baru, Jakarta Selatan",3,"2","180 m²"," 8,700,000,000","+6281348251307"
"Apartemen 3kmr +1 luas bersih nyaman jual murah","Jakarta Pusat",4,"2","97 m²"," 1,150,000,000","+6281836858136"
"Apartment 3BR Siap huni Kalibata Jakarta Selatan","Kalibata, Jakarta Selatan",3,"1","50 m²"," 775,000,000","+6287772931913"
"Apartemen Residence 8 For Sale, 1BR, 94sqm","Kebayoran Baru, Jakarta Selatan",1,"1","94 m²"," 3,950,000,000","+6281313753059"
"Dijual Cepat Apartemen Gading Nias Tower Bougenville","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 225,000,000","+6281918845413"
"Apartement Puri Orchard Type Studio Furnish Jakarta Barat","Cengkareng, Jakarta Barat",1,"1","26 m²"," 470,000,000","+6287881250400"
"Dijual Cepat Apartemen Denpasar Residence 2 Bed Luas 94 m2 Full Furnished","Kuningan, Jakarta Selatan",2,"2","94 m²"," 2,600,000,000","+6281383196018"
"Dijual/Disewakan Unit 3 Bedroom di The Peak Residence Sudirman","Sudirman, Jakarta Selatan",3,"3","153 m²"," 4,600,000,000","+6281319276445"
"Nice 3BR Apartment with Strategic Location   Marbella Kemang","Kemang, Jakarta Selatan",3,"3","110 m²"," 2,600,000,000","+6281617519248"
"Nice 3BR Apartment with Strategic Location   Nirvana Kemang Residence","Kemang, Jakarta Selatan",3,"3","224 m²"," 4,700,000,000","+6281614122601"
"Nice 1BR Apartment with Strategic Location   Pondok Indah Residence","Pondok Indah, Jakarta Selatan",1,"1","80 m²"," 4,300,000,000","+6281613794613"
"Nice 2BR Apartment Strategically Located in Gandaria City Superblock","Kebayoran Lama, Jakarta Selatan",2,"2","110 m²"," 3,700,000,000","+6281618996589"
"Nice 2BR Apt with Strategic Location  Pondok Klub Villa TB Simatupang","TB Simatupang, Jakarta Selatan",2,"1","75 m²"," 1,690,000,000","+6281618497280"
"Nice 2BR Apartment with Strategic Location   Bellezza Permata Hijau","Permata Hijau, Jakarta Selatan",2,"2","122 m²"," 2,700,000,000","+6281613059249"
"Nice and Cozy 2BR Apt with Strategic Location Pondok Indah Residence","Pondok Indah, Jakarta Selatan",2,"2","134 m²"," 7,750,000,000","+6281612178441"
"Nice 3BR Apartment with Strategic Location   Nirvana Kemang Residence","Kemang, Jakarta Selatan",3,"3","224 m²"," 4,800,000,000","+6281619395469"
"Nice and Cozy 1BR Apt with Strategic Location   Kuningan City","Kuningan, Jakarta Selatan",1,"1","56 m²"," 2,800,000,000","+6281611814283"
"Nice and Cozy 2BR Apartment   The Pakubuwono View","Kebayoran Lama, Jakarta Selatan",2,"2","153 m²"," 5,000,000,000","+6281610007326"
"Nice 2BR Apt with Strategic Location   Hampton Park Apartment","Pondok Indah, Jakarta Selatan",2,"2","82 m²"," 1,960,000,000","+6281616352261"
"Dijual Apartment Nine Res Mampang Prapatan Jakarta Selatan 35m 820jt","Mampang Prapatan, Jakarta Selatan",1,"1","35 m²"," 820,000,000","+6285210034410"
"Dijual Apartment Ciputra Word Mega Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",4,"3","152 m²"," 4,000,000,000","+6285212782523"
"Dijual Apartment Sahid sudirman Residence Jakarta Pusat","Sudirman, Jakarta Selatan",3,"2","177 m²"," 5,450,000,000","+6285211610113"
"Dijual MURAH 2 Bedroom Apartemen Taman Anggrek Residence","Tanjung Duren, Jakarta Barat",2,"1","50 m²"," 1,350,000,000","+6281215500785"
"Apartemen San Francisco, Ciputra International, Rawa Buaya, Jakarta Barat","Rawa Buaya, Jakarta Barat",2,"1","82 m²"," 2,950,000,000","+6281114409553"
"Apartemen Sedayu Suites Kelapa Gading","Kelapa Gading Timur, Jakarta Utara",1,"36 m²","82 m²"," 1,050,000,000","+6281114028988"
"Kapan lagi Miliki Hunian Luxury di Selatan Jakarta, La Maison Apartement","Kebayoran Baru, Jakarta Selatan",2,"3","127 m²"," 4,500,000,000","+6281381792666"
"APARTEMEN MURAH DENGAN FASILITAS SUPER DUPER MEWAH AREA JAKARTA PUSAT","Thamrin, Jakarta Pusat",2,"2","134 m²"," 3,200,000,000","+6281383954810"
"Dijual Cepat BU Apartemen Grand Permata Hijau by Asik Property","Kebayoran Lama, Jakarta Selatan",3,"2","117 m²"," 3,100,000,000","+6281389610881"
"dijual apartemen gading resort residence lt dasar","Kelapa Gading, Jakarta Utara",2,"2","100 m²"," 1,650,000,000","+6281283249446"
"DIJUAL CEPAT INFINITY TOWER KEMANG VILLAGE","Kemang, Jakarta Selatan",2,"2","130 m²"," 3,700,000,000","+6281318101383"
"Woww Apartement Kalibata City Tower Akasia 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 450,000,000","+6281781106126"
"Apartement Kalibata City 2BR Tower Borneo FullFurnish","Kalibata, Jakarta Selatan",2,"1","36 m²"," 350,000,000","+6281789660268"
"Woww Apartement Kalibata Green Palce Tower Mawar 2BR FullFurnish","Pancoran, Jakarta Selatan",2,"1","33 m²"," 500,000,000","+6262812033464"
"Woww Apartement Kalibata City Tower Kemuning 2BR FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 420,000,000","+6281787871119"
"For rent Apartement Maqna Residence","Jakarta Pusat",2,"2","76 m²"," 1,500,000,000","+6285788737212"
"GREEN PRAMUKA 2BR FULL FURNISHED TOWER BOUGENVILLE LANTAI RENDAH","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 430,000,000","+6287883758544"
"Dijual Cepat Apartemen Casablanca 3BR di Jakarta Selatan","Tebet, Jakarta Selatan",3,"2","146 m²"," 3,000,000,000","+6281294270883"
"Verde two, Luxury apartmnt,1st in Indonesia using double air filtration system","Kuningan, Jakarta Selatan",2,"1","177 m²"," 9,715,000,000","+6281276792002"
"Dijual Apartemen Denpasar Residence (kuncit) 3 BR di Jakarta Selatan","SetiaBudi, Jakarta Selatan",3,"2","135 m²"," 4,300,000,000","+6281290463417"
"Dijual Apartemen French Walk tower Lourdes, Kelapa Gading","Kelapa Gading, Jakarta Utara",3,"2","110 m²"," 2,100,000,000","+6281764513452"
